,Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather,Time.Datetime,Proportions.Flights.On Time,Proportions.Flights.Cancelled or Diverted,Proportions.Flights.Security Delays,Statistics.# of Delays.Total,Time.Season
2400,PHL,"Philadelphia, PA: Philadelphia International",2010/04,4,April,2010,253,233,447,4,23,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",13,41,961,11,6166,7179,12856,13722,19300,136,48247,2233,2010-04-01,0.8588939963783256,0.0072433486558016,0.0005571806658308,960,Spring
2401,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/04,4,April,2010,478,666,503,3,35,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",14,115,1685,10,13204,15014,23457,32935,13314,63,72022,2253,2010-04-01,0.8794458505394964,0.0083255628080458,0.000199813507393,1685,Spring
2402,SAN,"San Diego, CA: San Diego International",2010/04,4,April,2010,328,367,219,2,14,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,21,929,9,5534,6493,14388,17133,6258,169,38549,601,2010-04-01,0.8523024795934083,0.0046203603881102,0.000308024025874,930,Spring
2403,SEA,"Seattle, WA: Seattle/Tacoma International",2010/04,4,April,2010,269,252,219,2,17,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,16,761,7,6741,7525,13561,14067,6065,60,34765,1012,2010-04-01,0.8958139534883721,0.0030564784053156,0.000265780730897,759,Spring
2404,SFO,"San Francisco, CA: San Francisco International",2010/04,4,April,2010,442,607,1256,10,42,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,162,2356,12,8706,11236,26919,41721,81668,455,154108,3345,2010-04-01,0.7748309006763973,0.0154859380562477,0.0008899964400142,2357,Spring
2405,SLC,"Salt Lake City, UT: Salt Lake City International",2010/04,4,April,2010,325,529,404,5,18,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,American Eagle Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",12,96,1281,19,8544,9940,16839,28469,10936,146,57665,1275,2010-04-01,0.8595573440643863,0.0115694164989939,0.0005030181086519,1281,Spring
2406,TPA,"Tampa, FL: Tampa International",2010/04,4,April,2010,282,262,214,2,17,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",10,11,777,36,5349,6173,13121,12897,7058,83,34986,1827,2010-04-01,0.8665154705977645,0.0076138020411469,0.000323991576219,777,Spring
2407,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/05,5,May,2010,1424,2181,3414,9,221,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",14,484,7247,123,27002,34856,115824,153104,183080,276,472715,20431,2010-05-01,0.7746729400963966,0.0174145053936194,0.0002582051870553,7249,Spring
2408,BOS,"Boston, MA: Logan International",2010/05,5,May,2010,406,474,638,0,51,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,102,1569,8,7681,9360,21456,27559,27339,13,80850,4483,2010-05-01,0.8206196581196581,0.0117521367521367,0.0,1569,Spring
2409,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/05,5,May,2010,384,670,447,4,73,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",12,39,1579,16,7520,9154,19308,38368,19894,126,83184,5488,2010-05-01,0.8214987983395237,0.0060083023814725,0.0004369674459252,1578,Spring
2410,CLT,"Charlotte, NC: Charlotte Douglas International",2010/05,5,May,2010,377,483,717,2,39,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",13,72,1616,16,8648,10352,22365,28336,26861,69,80805,3174,2010-05-01,0.8353941267387944,0.008500772797527,0.0001931993817619,1618,Spring
2411,DCA,"Washington, DC: Ronald Reagan Washington National",2010/05,5,May,2010,372,344,467,4,29,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",13,107,1217,14,5224,6562,19679,21083,19337,75,62475,2301,2010-05-01,0.7960987503809814,0.0184395001523925,0.0006095702529716,1216,Spring
2412,DEN,"Denver, CO: Denver International",2010/05,5,May,2010,636,1225,1172,9,124,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",12,233,3165,125,16367,19890,41073,76198,62161,256,193474,13786,2010-05-01,0.822875816993464,0.0179989944695827,0.0004524886877828,3166,Spring
2413,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/05,5,May,2010,908,1645,1449,4,265,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,496,4267,185,17721,22669,71586,102688,68122,105,264624,22123,2010-05-01,0.7817283514932286,0.0300410251885835,0.0001764524240151,4271,Spring
2414,DTW,"Detroit, MI: Detroit Metro Wayne County",2010/05,5,May,2010,756,968,1254,2,111,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,220,3092,64,10000,13376,56694,57122,47867,97,170968,9188,2010-05-01,0.7476076555023924,0.0212320574162679,0.0001495215311004,3091,Spring
2415,EWR,"Newark, NJ: Newark Liberty International",2010/05,5,May,2010,289,425,1545,4,48,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",10,124,2311,45,6870,9350,22933,29517,97199,239,153232,3344,2010-05-01,0.73475935828877,0.0180748663101604,0.000427807486631,2311,Spring
2416,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/05,5,May,2010,257,248,196,2,24,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,US Airways Inc.,Southwest Airlines Co.",9,23,725,12,4211,4971,13608,14754,6906,75,37345,2002,2010-05-01,0.8471132568899618,0.0070408368537517,0.0004023335345001,727,Spring
2417,IAD,"Washington, DC: Washington Dulles International",2010/05,5,May,2010,266,407,312,2,20,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",12,90,1004,24,5410,6528,15348,26946,12519,33,55899,1053,2010-05-01,0.8287377450980392,0.0174632352941176,0.0003063725490196,1007,Spring
2418,IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/05,5,May,2010,505,682,1324,10,57,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,American Eagle Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",14,143,2576,57,12545,15321,37027,40616,46519,302,128967,4503,2010-05-01,0.818810782585993,0.0130539781998564,0.0006526989099928,2578,Spring
2419,JFK,"New York, NY: John F. Kennedy International",2010/05,5,May,2010,462,364,1309,3,44,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.",9,213,2182,44,6805,9244,31137,23990,75515,181,134050,3227,2010-05-01,0.7361531804413673,0.027801817395067,0.0003245348334054,2182,Spring
2420,LAS,"Las Vegas, NV: McCarran International",2010/05,5,May,2010,574,1011,582,8,43,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,Mesa Airlines Inc.",13,54,2221,6,10196,12477,28717,52924,18551,262,104312,3858,2010-05-01,0.8171836178568567,0.0048088482808367,0.0006411797707782,2218,Spring
